X-Waveform
0.000000, -0.055312
0.050000, -0.250574
0.100000, -0.719630
0.150000, -1.575230
0.200000, -2.880007
0.250000, -4.602834
0.300000, -6.564247
0.350000, -8.507443
0.400000, -10.120403
0.450000, -11.168894
0.500000, -11.519025
0.550000, -11.210596
0.600000, -10.348917
0.650000, -8.835399
0.700000, -5.361535
0.750000, 2.209161
0.800000, 17.676125
0.850000, 44.227406
0.900000, 81.717377
0.950000, 123.650894
1.000000, 156.237579
1.050000, 162.664978
1.100000, 129.206665
1.150000, 52.919140
1.200000, -54.281731
1.250000, -167.607727
1.300000, -257.092834
1.350000, -298.207581
1.400000, -280.610474
1.450000, -211.481583
1.500000, -112.640594
1.550000, -12.915703
1.600000, 61.336250
1.650000, 93.834770
1.700000, 81.325432
1.750000, 32.836914
1.800000, -35.037384
1.850000, -103.957588
1.900000, -157.868988
1.950000, -186.614700
2.000000, -183.734802
2.050000, -149.098022
2.100000, -86.422432
2.150000, -5.792030
2.200000, 78.995804
2.250000, 151.322723
2.300000, 196.232208
2.350000, 204.657074
2.400000, 176.809998
2.450000, 122.227203
2.500000, 56.675697
2.550000, -2.831360
2.600000, -43.142189
2.650000, -58.469894
2.700000, -51.276264
2.750000, -30.458689
2.800000, -7.650375
2.850000, 6.941228
2.900000, 7.792834
2.950000, -4.630342
3.000000, -24.715755
3.050000, -44.242378
3.100000, -55.560020
3.150000, -54.287224
3.200000, -40.649433
3.250000, -19.107069
3.300000, 3.433857
3.350000, 20.117115
3.400000, 26.422024
3.450000, 21.492054
3.500000, 8.131369
3.550000, -8.430029
3.600000, -22.460247
3.650000, -29.671642
3.700000, -28.493301
3.750000, -20.345800
3.800000, -8.865900
3.850000, 1.527144
3.900000, 7.199375
3.950000, 6.471875
4.000000, 0.015378
4.050000, -9.575007
4.100000, -18.834782
4.150000, -24.680870
4.200000, -25.423626
4.250000, -21.227995
4.300000, -13.895809
4.350000, -6.138339
4.400000, -0.552111
4.450000, 1.217753
4.500000, -1.026244
4.550000, -6.116507
4.600000, -12.016408
4.650000, -16.571877
4.700000, -18.273684
4.750000, -16.685860
4.800000, -12.526640
4.850000, -7.310117
4.900000, -2.792699
4.950000, -0.347562
5.000000, -0.546987
5.050000, -3.018445
5.100000, -6.674585
5.150000, -10.119772
5.200000, -12.177573
5.250000, -12.246248
5.300000, -10.472313
5.350000, -7.608585
5.400000, -4.725322
5.450000, -2.798407
5.500000, -2.404633
5.550000, -3.550124
5.600000, -5.736750
5.650000, -8.160492
5.700000, -10.009932
5.750000, -10.717363
5.800000, -10.135868
5.850000, -8.554046
5.900000, -6.566249
5.950000, -4.864316
6.000000, -3.992126
6.050000, -4.193479
6.100000, -5.330625
6.150000, -6.973982
6.200000, -8.567995
6.250000, -9.623161
6.300000, -9.876778
6.350000, -9.345853
6.400000, -8.302025
6.450000, -7.139544
6.500000, -6.245865
6.550000, -5.867905
6.600000, -6.057101
6.650000, -6.663654
6.700000, -7.407064
6.750000, -7.982631
6.800000, -8.154179
6.850000, -7.841967
6.900000, -7.128172
6.950000, -6.231791
7.000000, -5.422455
7.050000, -4.936290
7.100000, -4.893964
7.150000, -5.268158
7.200000, -5.901011
7.250000, -6.564570
7.300000, -7.042564
7.350000, -7.193387
7.400000, -7.000283
7.450000, -6.560296
7.500000, -6.042689
7.550000, -5.626281
7.600000, -5.434079
7.650000, -5.506666
7.700000, -5.787237
7.750000, -6.165146
7.800000, -6.509050
7.850000, -6.726156
7.900000, -6.776937
7.950000, -6.689338
8.000000, -6.534265
8.050000, -6.395932
8.100000, -6.341297
8.150000, -6.393381
8.200000, -6.531690
8.250000, -6.699100
8.300000, -6.831365
8.350000, -6.881989
8.400000, -6.838617
8.450000, -6.733033
8.500000, -6.615328
8.550000, -6.552053
8.600000, -6.580575
8.650000, -6.715928
8.700000, -6.925158
8.750000, -7.149331
8.800000, -7.314000
8.850000, -7.357543
8.900000, -7.250380
8.950000, -7.012184
9.000000, -6.701353
9.050000, -6.405019
9.100000, -6.199006
9.150000, -6.137268
9.200000, -6.220107
9.250000, -6.407299
9.300000, -6.628279
9.350000, -6.812719
9.400000, -6.909660
